relationship_name,victim_age,victim_race,victim_sex,victim_ethnicity,offender_age,offender_sex,offender_ethnicity,offender_race,location_name,offense_name,crime_against,ct_flag,hc_flag,offense_category_name,incident_hour,month_num,latitude,longitude
24,3.4657359027997265,5,0,1,3.6109179126442243,0,0,5,25,34,1,1,0,12,11.0,2,-74.66240904949291,39.391144338752156
1,4.007333185232471,1,0,1,4.143134726391533,0,1,5,35,18,0,0,1,1,21.0,2,-74.7709043690514,39.48275386775908
3,3.295836866004329,5,0,1,3.258096538021482,1,1,5,35,30,0,0,1,1,3.0,2,-74.67704636756773,39.492056262663574
3,3.6635616461296463,2,1,1,3.6375861597263857,0,0,2,35,30,0,0,1,1,23.0,2,-74.71698352459956,39.53208279659162
22,4.499809670330265,1,1,1,4.1588830833596715,0,1,5,35,34,1,1,0,12,8.0,2,-74.67946009253579,39.46097679036713
3,3.258096538021482,5,0,1,3.332204510175204,1,1,2,35,30,0,0,1,1,9.0,2,-74.66730002151415,39.597596948377785
8,4.430816798843313,1,1,1,4.1588830833596715,0,1,1,35,1,1,1,0,12,14.0,1,-74.68927436084576,39.60705918405586
24,4.48863636973214,5,0,1,4.127134385045092,1,1,5,35,31,0,0,1,15,17.0,2,-74.67385343456282,39.476427408406465
20,3.332204510175204,5,0,1,2.9444389791664403,1,1,2,35,36,1,1,0,12,0.0,2,-74.62166422288698,39.59562564183617
20,3.332204510175204,5,0,1,2.9444389791664403,1,1,2,35,36,1,1,0,12,0.0,2,-74.68173083045711,39.55468972359064
3,3.4657359027997265,2,0,1,3.871201010907891,1,1,2,35,30,0,0,1,1,17.0,12,-74.68604411269438,39.859016052857164
1,3.2188758248682006,5,1,1,3.332204510175204,0,1,5,35,15,1,1,1,8,8.0,3,-74.56818742832627,39.44300474931964
20,3.258096538021482,2,0,1,3.258096538021482,1,0,5,33,36,1,1,0,12,3.0,12,-74.75859849320793,39.84815458887138
20,4.127134385045092,5,0,1,3.258096538021482,1,0,5,35,1,1,1,0,12,1.0,12,-74.67987652438062,39.92060729642121
20,4.110873864173311,2,1,1,3.091042453358316,1,0,5,16,34,1,1,0,12,16.0,10,-74.7007313626202,39.823686415573036
20,4.110873864173311,2,1,1,3.091042453358316,1,0,5,16,34,1,1,0,12,16.0,10,-74.6634497679047,39.83195864920059
20,4.0943445622221,5,0,1,4.007333185232471,1,1,2,31,1,1,1,0,12,16.0,11,-74.74050583594057,39.956423441987944
20,3.4657359027997265,5,1,1,3.4011973816621555,1,1,5,7,0,0,0,1,1,3.0,3,-74.70160809098745,39.555829223232145
3,3.332204510175204,2,0,1,3.332204510175204,1,1,2,35,7,1,0,1,5,16.0,3,-74.70071592300827,39.52282257991098
22,4.060443010546419,5,1,0,2.995732273553991,1,1,5,35,0,0,0,1,1,13.0,1,-74.77520589885268,39.90230154407878
