data_year,weapon_id,offense_id,nibrs_weapon_id
2022,41,181489450,
2022,5,178294871,
2022,3,178354262,
2022,1,178878656,
2022,42,178809259,
2022,42,178354263,
2022,41,181489465,
2022,41,181489473,
2022,41,181489478,
2022,41,181489479,
2022,38,181489481,
2022,41,181489482,
2022,41,181516928,
2022,31,178504662,
2022,21,181516939,
2022,21,181516940,
2022,41,181516947,
2022,42,181516964,
2022,31,202125855,
2022,41,181516974,
2022,31,179933693,
2022,41,187763705,
2022,41,178809267,
2022,42,181312096,
2022,41,181516997,
2022,41,186139765,
2022,39,186687539,
2022,41,181517003,
2022,42,181517006,
2022,41,185435463,
2022,41,183967251,
2022,21,185435464,
2022,21,185435465,
2022,3,190959157,
2022,41,181517027,
2022,41,181517028,
2022,41,178809273,
2022,39,181517038,
2022,41,182645621,
2022,21,179199806,
2022,41,178961039,
2022,41,185566949,
2022,41,183944626,
2022,41,182645628,
2022,41,178955590,
2022,41,187377676,
2022,41,190707438,
2022,41,182645649,
2022,41,178955592,
2022,41,186040805,
2022,41,185672852,
2022,41,182645662,
2022,41,182645668,
2022,41,182645669,
2022,3,178955595,
2022,3,178955598,
2022,38,182645678,
2022,41,185566950,
2022,41,182645681,
2022,38,180180299,
2022,41,182645694,
2022,31,180180300,
2022,42,182645696,
2022,41,182645700,
2022,42,182645718,
2022,42,182645723,
2022,41,182645735,
2022,38,183450422,
2022,41,183450423,
2022,38,183450425,
2022,42,183450438,
2022,41,183450444,
2022,41,183450462,
2022,41,183450470,
2022,41,183450471,
2022,39,183450475,
2022,41,183450482,
2022,38,183450482,
2022,41,183450494,
2022,21,183450499,
2022,41,183450506,
2022,41,183450509,
2022,41,183450510,
2022,41,183450512,
2022,41,183450514,
2022,38,183450528,
2022,41,184832403,
2022,34,179025443,
2022,42,178961043,
2022,41,184832415,
2022,41,184832425,
2022,21,191835887,
2022,41,185566951,
2022,41,179025444,
2022,21,184832456,
2022,21,184832457,
2022,39,197068903,
2022,41,184832461,
2022,39,185566952,
2022,9,184832466,
2022,41,185566953,
2022,37,184832470,
2022,39,184832476,
2022,39,199462964,
2022,9,184832492,
2022,9,184832493,
2022,41,190707439,
2022,21,184832526,
2022,41,184832532,
2022,41,184832534,
2022,42,184832556,
2022,41,184832573,
2022,41,184832582,
