data_year,victim_id,offense_id
2022,168320638,182644072
2022,168320639,182644073
2022,168320639,182644074
2022,168320640,182644075
2022,168320641,182644076
2022,168320642,182644077
2022,168320643,182644078
2022,168320643,182644079
2022,168320644,182644080
2022,168320645,182644081
2022,168320646,182644082
2022,168320647,182644083
2022,168320648,182644084
2022,168320648,182644085
2022,168320649,182644086
2022,168320650,182644087
2022,168320651,182644088
2022,168320652,182644089
2022,168320653,182644089
2022,168320654,182644090
2022,168320654,182644091
2022,168320657,182644094
2022,168320658,182644095
2022,168320659,182644096
2022,168320659,182644097
2022,168320660,182644098
2022,168320661,182644099
2022,168320661,182644100
2022,168320662,182644101
2022,168320662,182644102
2022,168320662,182644103
2022,168320664,182644105
2022,168320665,182644106
2022,168320666,182644107
2022,168320667,182644108
2022,168320668,182644109
2022,168320669,182644110
2022,168320670,182644111
2022,168320671,182644112
2022,168320671,182644113
2022,168320672,182644112
2022,168320672,182644113
2022,168320673,182644114
2022,168320674,182644115
